site,title,snapshot_tstamp,market_tag,site_url
Wall Street Journal,Deal Reached on $2 Trillion Coronavirus Stimulus Bill,20200325135021,market open,http://web.archive.org/web/20200325135021/https://www.wsj.com/
Wall Street Journal,Record 3.3 Million Americans Applied for Jobless Benefits,20200326132731,market open,http://web.archive.org/web/20200326132731/https://www.wsj.com/
Wall Street Journal,"Boris Johnson Tests Positive as Global Virus Cases Surpass 500,000",20200327141558,market open,http://web.archive.org/web/20200327141558/https://www.wsj.com/
Wall Street Journal,Federal Relief Package Is Largest in U.S. History,20200328135610,market open,http://web.archive.org/web/20200328135610/https://www.wsj.com/
Wall Street Journal,Pandemic Compels Historic Labor Shift,20200329142325,market open,http://web.archive.org/web/20200329142325/https://www.wsj.com/
Wall Street Journal,China Returns to Work as U.S. Extends Shutdowns,20200330140702,market open,http://web.archive.org/web/20200330140702/https://www.wsj.com/
Wall Street Journal,China’s Count Excluded Infected People With No Virus Symptoms,20200331150938,market open,http://web.archive.org/web/20200331150938/https://www.wsj.com/
Wall Street Journal,"Global Cases Surge, U.S. Projects Up to 240,000 Deaths",20200401135501,market open,http://web.archive.org/web/20200401135501/https://www.wsj.com/
Wall Street Journal,Record 6.6 Million Sought Jobless Benefits Last Week,20200402135714,market open,http://web.archive.org/web/20200402135714/https://www.wsj.com/
Wall Street Journal,"U.S. Employers Cut 701,000 Jobs in March",20200403140514,market open,http://web.archive.org/web/20200403140514/https://www.wsj.com/
Wall Street Journal,"New York Death Toll Soars, Global Coronavirus Cases Top 1.1 Million",20200404132855,market open,http://web.archive.org/web/20200404132855/https://www.wsj.com/
Wall Street Journal,State Shutdowns Have Taken 29% of U.S. Economy Offline,20200405135004,market open,http://web.archive.org/web/20200405135004/https://www.wsj.com/
Wall Street Journal,U.S. Braces for Pivotal Week as Virus Death Toll Mounts,20200406135455,market open,http://web.archive.org/web/20200406135455/https://www.wsj.com/
Wall Street Journal,Johnson Remains in Intensive Care as U.K. Battles Virus,20200407152551,market open,http://web.archive.org/web/20200407152551/https://www.wsj.com/
Wall Street Journal,U.S. Faces Unclear Path to Restarting Virus-Hit Economy,20200408134449,market open,http://web.archive.org/web/20200408134449/https://www.wsj.com/
Wall Street Journal,U.S. Jobless Claims Total 6.6 Million Last Week,20200409131844,market open,http://web.archive.org/web/20200409131844/https://www.wsj.com/
Wall Street Journal,U.S. Virus Death Toll Climbs to World’s Second Highest,20200410141959,market open,http://web.archive.org/web/20200410141959/https://www.wsj.com/
Wall Street Journal,New York City Public Schools Won’t Reopen Until September,20200411140023,market open,http://web.archive.org/web/20200411140023/https://www.wsj.com/
Wall Street Journal,U.K.’s Boris Johnson Leaves Hospital,20200412134114,market open,http://web.archive.org/web/20200412134114/https://www.wsj.com/
Wall Street Journal,U.S. Weighs When to Restart Economy,20200413141136,market open,http://web.archive.org/web/20200413141136/https://www.wsj.com/
Wall Street Journal,Global Cases Near 2 Million; States Look at Easing Lockdowns,20200414141420,market open,http://web.archive.org/web/20200414141420/https://www.wsj.com/
Wall Street Journal,Retail Sales Plunged a Record 8.7% as Virus Shutdowns Hit,20200415141033,market open,http://web.archive.org/web/20200415141033/https://www.wsj.com/
Wall Street Journal,U.S. Unemployment Claims Top 20 Million Since Start of Shutdowns,20200416135747,market open,http://web.archive.org/web/20200416135747/https://www.wsj.com/
Wall Street Journal,"U.S. Deaths From Virus Surge, China Revises Toll Higher",20200417135135,market open,http://web.archive.org/web/20200417135135/https://www.wsj.com/
Wall Street Journal,Stocks and the Economy Send Very Different Messages,20200418133111,market open,http://web.archive.org/web/20200418133111/https://www.wsj.com/
Wall Street Journal,Pelosi Says ‘We’re Close’ to Deal on Small-Business Funding,20200419135238,market open,http://web.archive.org/web/20200419135238/https://www.wsj.com/
Wall Street Journal,"Mnuchin, Democrats Say They’re Close on Small-Business Deal",20200420141718,market open,http://web.archive.org/web/20200420141718/https://www.wsj.com/
Wall Street Journal,"Oil-Price Crash Deepens, Weighs on Global Markets",20200421141628,market open,http://web.archive.org/web/20200421141628/https://www.wsj.com/
Wall Street Journal,"U.S., Europe Work to Contain Economic Fallout From Virus",20200422135307,market open,http://web.archive.org/web/20200422135307/https://www.wsj.com/
Wall Street Journal,4.4 Million Sought U.S. Jobless Benefits Last Week,20200423133537,market open,http://web.archive.org/web/20200423133537/https://www.wsj.com/
Wall Street Journal,"U.S. Virus Death Toll Nears 50,000",20200424132806,market open,http://web.archive.org/web/20200424132806/https://www.wsj.com/
Wall Street Journal,Coronavirus Projected to Trigger Worst Downturn Since 1940s,20200425133536,market open,http://web.archive.org/web/20200425133536/https://www.wsj.com/
Wall Street Journal,More Countries Take Measures to Reopen Parts of Daily Life,20200426135835,market open,http://web.archive.org/web/20200426135835/https://www.wsj.com/
Wall Street Journal,Some States Ease Lockdowns as Virus Cases Near 3 Million,20200427132615,market open,http://web.archive.org/web/20200427132615/https://www.wsj.com/
Wall Street Journal,Slumping Oil Prices Swing Wildly,20200428141342,market open,http://web.archive.org/web/20200428141342/https://www.wsj.com/
Wall Street Journal,U.S. Economy Shrank at 4.8% Pace in First Quarter,20200429135705,market open,http://web.archive.org/web/20200429135705/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200430140000,market open,N/A
Wall Street Journal,Government Aid Falls Short for Many Small Businesses,20200501144835,market open,http://web.archive.org/web/20200501144835/https://www.wsj.com/
Wall Street Journal,Berkshire Hathaway Reports $49.7 Billion Quarterly Loss,20200502132759,market open,http://web.archive.org/web/20200502132759/https://www.wsj.com/
Wall Street Journal,Stocks Keep Rallying Despite Obscured Economic Outlook,20200503140053,market open,http://web.archive.org/web/20200503140053/https://www.wsj.com/
Wall Street Journal,Florida Begins Reopening After Virus Lockdown,20200504142838,market open,http://web.archive.org/web/20200504142838/https://www.wsj.com/
Wall Street Journal,U.S. Officials Warn of New Virus Surge as States Reopen,20200505140449,market open,http://web.archive.org/web/20200505140449/https://www.wsj.com/
Wall Street Journal,Trump Says Virus Task Force to Continue Indefinitely,20200506141310,market open,http://web.archive.org/web/20200506141310/https://www.wsj.com/
Wall Street Journal,3.2 Million Applied for Jobless Claims,20200507141458,market open,http://web.archive.org/web/20200507141458/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200508140000,market open,N/A
Wall Street Journal,FDA to Grant Emergency-Use Status for Antigen Test,20200509140204,market open,http://web.archive.org/web/20200509140204/https://www.wsj.com/
Wall Street Journal,Smallest U.S. Stocks Are Rallying Despite Grim Economic Data,20200510135947,market open,http://web.archive.org/web/20200510135947/https://www.wsj.com/
Wall Street Journal,Why the Economic Recovery Will Be More of a ‘Swoosh’ Than V-Shaped,20200511135527,market open,http://web.archive.org/web/20200511135527/https://www.wsj.com/
Wall Street Journal,Health Officials to Testify on Reopening to Senate Committee,20200512134051,market open,http://web.archive.org/web/20200512134051/https://www.wsj.com/
Wall Street Journal,Companies Start Reaping Billions in Tax Breaks to Help Ride Out Slump,20200513135400,market open,http://web.archive.org/web/20200513135400/https://www.wsj.com/
Wall Street Journal,Nearly 3 Million Sought Jobless Benefits Last Week,20200514140035,market open,http://web.archive.org/web/20200514140035/https://www.wsj.com/
Wall Street Journal,Retail Spending Dropped a Record 16.4% in April,20200515135544,market open,http://web.archive.org/web/20200515135544/https://www.wsj.com/
Wall Street Journal,TSA Preps Passenger Temperature Checks at Some Airports,20200516135607,market open,http://web.archive.org/web/20200516135607/https://www.wsj.com/
Wall Street Journal,Coronavirus Vaccine Frontrunners Emerge,20200517143407,market open,http://web.archive.org/web/20200517143407/https://www.wsj.com/
Wall Street Journal,U.S. Stocks Rally as Hopes for New Virus Vaccine Build,20200518141034,market open,http://web.archive.org/web/20200518141034/https://www.wsj.com/
Wall Street Journal,Walmart Sales Surge as Coronavirus Fuels Stockpiling of Goods,20200519143407,market open,http://web.archive.org/web/20200519143407/https://www.wsj.com/
Wall Street Journal,"U.S. States Step Up Reopenings, Count Economic Toll",20200520140135,market open,http://web.archive.org/web/20200520140135/https://www.wsj.com/
Wall Street Journal,Workers Filed 2.4 Million Jobless Claims Last Week,20200521141234,market open,http://web.archive.org/web/20200521141234/https://www.wsj.com/
Wall Street Journal,Companies Confront the Economics of Coronavirus,20200522140254,market open,http://web.archive.org/web/20200522140254/https://www.wsj.com/
Wall Street Journal,"U.S. Coronavirus Death Toll Approaches 100,000",20200523135223,market open,http://web.archive.org/web/20200523135223/https://www.wsj.com/
Wall Street Journal,"U.S. Marks Holiday Weekend as Virus Deaths Near 100,000",20200524141106,market open,http://web.archive.org/web/20200524141106/https://www.wsj.com/
Wall Street Journal,"For Economy, Worst of Virus Shutdowns Might Be Over",20200525133211,market open,http://web.archive.org/web/20200525133211/https://www.wsj.com/
Wall Street Journal,Optimism Over Reopening Pushes Global Stocks Higher,20200526134241,market open,http://web.archive.org/web/20200526134241/https://www.wsj.com/
Wall Street Journal,European Union Sets Out $824 Billion Virus Recovery Plan,20200527140841,market open,http://web.archive.org/web/20200527140841/https://www.wsj.com/
Wall Street Journal,China Votes to Override Hong Kong’s Autonomy,20200528132929,market open,http://web.archive.org/web/20200528132929/https://www.wsj.com/
Wall Street Journal,Minneapolis Police Station Set on Fire as George Floyd Protests Intensify,20200529131845,market open,http://web.archive.org/web/20200529131845/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200530140000,market open,N/A
Wall Street Journal,Cities Racked by Another Night of Violent Protests,20200531142601,market open,http://web.archive.org/web/20200531142601/https://www.wsj.com/
Wall Street Journal,"Police, Protesters Clash as Unrest Rages Across U.S.",20200601141007,market open,http://web.archive.org/web/20200601141007/https://www.wsj.com/
Wall Street Journal,Protests Descend Into Violence Despite Curfews,20200602133437,market open,http://web.archive.org/web/20200602133437/https://www.wsj.com/
Wall Street Journal,Unrest Eases as Protests Continue Despite Curfews,20200603134406,market open,http://web.archive.org/web/20200603134406/https://www.wsj.com/
Wall Street Journal,Cities See Relative Calm Ahead of Memorial for Floyd,20200604140459,market open,http://web.archive.org/web/20200604140459/https://www.wsj.com/
Wall Street Journal,Floyd Memorial Followed by 10th Night of Protests,20200605135406,market open,http://web.archive.org/web/20200605135406/https://www.wsj.com/
Wall Street Journal,"Jobless-Rate Drop, Payroll Gains Signal a Mending Economy",20200606135555,market open,http://web.archive.org/web/20200606135555/https://www.wsj.com/
Wall Street Journal,Protests Nationwide Demand Justice-System Overhaul,20200607140628,market open,http://web.archive.org/web/20200607140628/https://www.wsj.com/
Wall Street Journal,Protests Fuel Moves to Shift Funding From Police,20200608135651,market open,http://web.archive.org/web/20200608135651/https://www.wsj.com/
Wall Street Journal,Calls to Cut Funding for Police Grow in Wake of Protests,20200609145542,market open,http://web.archive.org/web/20200609145542/https://www.wsj.com/
Wall Street Journal,Vaccine Candidates’ U.S. Testing to Start This Summer,20200610144649,market open,http://web.archive.org/web/20200610144649/https://www.wsj.com/
Wall Street Journal,U.S. Stocks Fall as Investor Jitters Grow,20200611135841,market open,http://web.archive.org/web/20200611135841/https://www.wsj.com/
Wall Street Journal,U.S. Stocks Rally After Sharp Selloff,20200612135033,market open,http://web.archive.org/web/20200612135033/https://www.wsj.com/
Wall Street Journal,Police-Reform Protesters Seek to Keep Momentum,20200613141606,market open,http://web.archive.org/web/20200613141606/https://www.wsj.com/
Wall Street Journal,"Atlanta Police Chief Resigns, Officer Fired After Fatal Shooting",20200614141208,market open,http://web.archive.org/web/20200614141208/https://www.wsj.com/
Wall Street Journal,Supreme Court Rules for Gay Rights in the Workplace,20200615141920,market open,http://web.archive.org/web/20200615141920/https://www.wsj.com/
Wall Street Journal,U.S. Retail Sales Rose a Record 18% Last Month,20200616140641,market open,http://web.archive.org/web/20200616140641/https://www.wsj.com/
Wall Street Journal,DOJ to Propose Limiting Internet Firms’ Protections,20200617134626,market open,http://web.archive.org/web/20200617134626/https://www.wsj.com/
Wall Street Journal,Snapshot missing (something happened),20200618140000,market open,N/A
Wall Street Journal,"U.S. Stocks Climb, Set for Weekly Gains",20200619140817,market open,http://web.archive.org/web/20200619140817/https://www.wsj.com/
Wall Street Journal,"Manhattan U.S. Attorney Refuses to Resign, Setting Up DOJ Showdown",20200620135406,market open,http://web.archive.org/web/20200620135406/https://www.wsj.com/
Wall Street Journal,Trump Fires Manhattan U.S. Attorney Berman,20200621134659,market open,http://web.archive.org/web/20200621134659/https://www.wsj.com/
Wall Street Journal,Virus Cash Needs Prompt Firms to Rethink Investments,20200622135803,market open,http://web.archive.org/web/20200622135803/https://www.wsj.com/
Wall Street Journal,"Rally in Tech Stocks Pushes Nasdaq Ahead of Dow, S&P",20200623140206,market open,http://web.archive.org/web/20200623140206/https://www.wsj.com/
Wall Street Journal,U.S. Stocks Drop as Coronavirus Infections Surge,20200624140536,market open,http://web.archive.org/web/20200624140536/https://www.wsj.com/
Wall Street Journal,U.S. Jobless Claims Steady at 1.5 Million in Latest Week,20200625141945,market open,http://web.archive.org/web/20200625141945/https://www.wsj.com/
Wall Street Journal,U.S. Virus Cases Hit Daily Record,20200626134757,market open,http://web.archive.org/web/20200626134757/https://www.wsj.com/
Wall Street Journal,U.S. Coronavirus Cases Hit Another Daily Record,20200627135540,market open,http://web.archive.org/web/20200627135540/https://www.wsj.com/
Wall Street Journal,Global Coronavirus Cases Pass 10 Million,20200628134954,market open,http://web.archive.org/web/20200628134954/https://www.wsj.com/
Wall Street Journal,U.S. Coronavirus Cases Surge Amid Strains on Hospitals,20200629131116,market open,http://web.archive.org/web/20200629131116/https://www.wsj.com/
Wall Street Journal,Local Virus Surges Jeopardize Plans to Reopen Elsewhere,20200630135932,market open,http://web.archive.org/web/20200630135932/https://www.wsj.com/
Wall Street Journal,Hong Kong Police Make First Security-Law Arrests Amid Protests,20200701134934,market open,http://web.archive.org/web/20200701134934/https://www.wsj.com/
Wall Street Journal,U.S. Unemployment Rate Declined to 11.1% in June,20200702134700,market open,http://web.archive.org/web/20200702134700/https://www.wsj.com/
Wall Street Journal,U.S. Covid-19 Cases Hit New High Ahead of July Fourth,20200703141621,market open,http://web.archive.org/web/20200703141621/https://www.wsj.com/
Wall Street Journal,U.S. Sends Aircraft Carriers to Asia for Exercises as China Holds Drills Nearby,20200704135420,market open,http://web.archive.org/web/20200704135420/https://www.wsj.com/
Wall Street Journal,"After Week of Virus Highs, U.S. Sees Drop in Cases for July Fourth",20200705140444,market open,http://web.archive.org/web/20200705140444/https://www.wsj.com/
Wall Street Journal,"Global Stocks Jump, Led by Surge in Chinese Markets",20200706134654,market open,http://web.archive.org/web/20200706134654/https://www.wsj.com/
Wall Street Journal,U.S. Virus Cases Rise but Some States Continue Reopening,20200707135119,market open,http://web.archive.org/web/20200707135119/https://www.wsj.com/
Wall Street Journal,"Harvard, MIT Sue Administration Over Student Visa Policy",20200708135911,market open,http://web.archive.org/web/20200708135911/https://www.wsj.com/
Wall Street Journal,U.S. Initial Jobless Claims Edge Down in Latest Week,20200709141741,market open,http://web.archive.org/web/20200709141741/https://www.wsj.com/
Wall Street Journal,Treasury Yields Hit Lowest Levels Since Lockdowns Eased,20200710135517,market open,http://web.archive.org/web/20200710135517/https://www.wsj.com/
Wall Street Journal,Trump Commutes Prison Sentence of Roger Stone,20200711141811,market open,http://web.archive.org/web/20200711141811/https://www.wsj.com/
Wall Street Journal,"Coronavirus Clouds Earnings Outlook for Investors, Analysts",20200712140515,market open,http://web.archive.org/web/20200712140515/https://www.wsj.com/
Wall Street Journal,Stocks Rise as Earnings Season Kicks Off,20200713141030,market open,http://web.archive.org/web/20200713141030/https://www.wsj.com/
Wall Street Journal,U.K. to Ban Huawei From 5G Networks Amid China-U.S. Tensions,20200714135818,market open,http://web.archive.org/web/20200714135818/https://www.wsj.com/
Wall Street Journal,Goldman’s Traders Keep Profit Steady While Rivals Falter,20200715134736,market open,http://web.archive.org/web/20200715134736/https://www.wsj.com/
Wall Street Journal,U.S. Retail Rose 7.5% in June as Stores Reopened,20200716140128,market open,http://web.archive.org/web/20200716140128/https://www.wsj.com/
Wall Street Journal,Jobs Recovery Shows Signs of Slowing as Coronavirus Surges,20200717140838,market open,http://web.archive.org/web/20200717140838/https://www.wsj.com/
Wall Street Journal,Firms With Troubled Pasts Got Millions in Small-Business Aid,20200718145343,market open,http://web.archive.org/web/20200718145343/https://www.wsj.com/
