site,title,snapshot_tstamp,market_tag,site_url
Yahoo Finance,Yahoo Finance LIVE,20200131145033,market open,http://web.archive.org/web/20200131145033/https://finance.yahoo.com/
Yahoo Finance,Penny Pritzker joins Influencers with Andy Serwer,20200201131645,market open,http://web.archive.org/web/20200201131645/https://finance.yahoo.com/
Yahoo Finance,China to inject $174 billion of liquidity on Feb 3,20200202131612,market open,http://web.archive.org/web/20200202131612/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE,20200203140905,market open,http://web.archive.org/web/20200203140905/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE,20200204143511,market open,http://web.archive.org/web/20200204143511/https://finance.yahoo.com/
Yahoo Finance,How experts are explaining Tesla's insane stock rally,20200205133305,market open,http://web.archive.org/web/20200205133305/https://finance.yahoo.com/
Yahoo Finance,We got 3 pieces of good news about the US economy,20200206120220,market open,http://web.archive.org/web/20200206120220/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE JOBS SPECIAL,20200207134921,market open,http://web.archive.org/web/20200207134921/https://finance.yahoo.com/
Yahoo Finance,Fighting the coronavirus...with truth,20200208125405,market open,http://web.archive.org/web/20200208125405/https://finance.yahoo.com/
Yahoo Finance,'Ghost kitchens' pop up in malls amid retail's decline,20200209130034,market open,http://web.archive.org/web/20200209130034/https://finance.yahoo.com/
Yahoo Finance,Popeye’s sales surge an eye-popping 34%,20200210132551,market open,http://web.archive.org/web/20200210132551/https://finance.yahoo.com/
Yahoo Finance,INvolve & Audeliss CEO Panel Breakfast,20200211135009,market open,http://web.archive.org/web/20200211135009/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE,20200212141503,market open,http://web.archive.org/web/20200212141503/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200213140000,market open,N/A
Yahoo Finance,A reminder that Tesla follows its own rules,20200214132113,market open,http://web.archive.org/web/20200214132113/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200215140000,market open,N/A
Yahoo Finance,Bulgarian countess’s Virgin Islands castle seeks new owner,20200216132934,market open,http://web.archive.org/web/20200216132934/https://finance.yahoo.com/
Yahoo Finance,Chinese stocks rally amid central bank support,20200217135217,market open,http://web.archive.org/web/20200217135217/https://finance.yahoo.com/
Yahoo Finance,Stock futures tumble after Apple warns of coronavirus impact,20200218135702,market open,http://web.archive.org/web/20200218135702/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE,20200219141248,market open,http://web.archive.org/web/20200219141248/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200220140000,market open,N/A
Yahoo Finance,Yahoo Finance LIVE - Feb 21,20200221155748,market open,http://web.archive.org/web/20200221155748/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200222140000,market open,N/A
Yahoo Finance,Coronavirus vs. SARS: Then and now,20200223135733,market open,http://web.archive.org/web/20200223135733/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200224140000,market open,N/A
Yahoo Finance,Coronavirus continues to dent European stocks,20200225100716,market open,http://web.archive.org/web/20200225100716/https://finance.yahoo.com/
Yahoo Finance,Stocks try for a comeback after ugly 2-day rout,20200226134059,market open,http://web.archive.org/web/20200226134059/https://finance.yahoo.com/
Yahoo Finance,Stocks hit by rising pandemic worries,20200227135214,market open,http://web.archive.org/web/20200227135214/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE,20200228140117,market open,http://web.archive.org/web/20200228140117/https://finance.yahoo.com/
Yahoo Finance,Coronavirus fears could put a damper on the US housing market,20200229152612,market open,http://web.archive.org/web/20200229152612/https://finance.yahoo.com/
Yahoo Finance,Spaceship-like home comes with talk show appearance,20200301140019,market open,http://web.archive.org/web/20200301140019/https://finance.yahoo.com/
Yahoo Finance,The incredibly bullish force investors can't afford to ignore,20200302121428,market open,http://web.archive.org/web/20200302121428/https://finance.yahoo.com/
Yahoo Finance,Stocks jump ahead of emergency G7 coronavirus call,20200303105417,market open,http://web.archive.org/web/20200303105417/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Mar 04,20200304142512,market open,http://web.archive.org/web/20200304142512/https://finance.yahoo.com/
Yahoo Finance,The 'strong' economy coronavirus is leaving behind,20200305121808,market open,http://web.archive.org/web/20200305121808/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Mar 06,20200306143357,market open,http://web.archive.org/web/20200306143357/https://finance.yahoo.com/
Yahoo Finance,"China Jan-Feb exports tumble, imports slow as virus hits business",20200307124010,market open,http://web.archive.org/web/20200307124010/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200308140000,market open,N/A
Yahoo Finance,"STOCKS PLUMMET, TRIGGERING CIRCUIT BREAKER",20200309141738,market open,http://web.archive.org/web/20200309141738/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200310140000,market open,N/A
Yahoo Finance,Snapshot missing (something happened),20200311140000,market open,N/A
Yahoo Finance,Snapshot missing (something happened),20200312140000,market open,N/A
Yahoo Finance,"Stock futures surge, hitting limit-up a day after sinking into a bear market",20200313130758,market open,http://web.archive.org/web/20200313130758/https://finance.yahoo.com/
Yahoo Finance,"Wes Moore, CEO of Robin Hood, joins Influencers with Andy Serwer",20200314134439,market open,http://web.archive.org/web/20200314134439/https://finance.yahoo.com/
Yahoo Finance,"Nike to close all stores in U.S., several other countries",20200315133907,market open,http://web.archive.org/web/20200315133907/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Mar 16,20200316135310,market open,http://web.archive.org/web/20200316135310/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200317140000,market open,N/A
Yahoo Finance,Buffett: 'Most important question in the world',20200318132512,market open,http://web.archive.org/web/20200318132512/https://finance.yahoo.com/
Yahoo Finance,Stock futures trade choppily after ECB announces massive stimulus package,20200319123652,market open,http://web.archive.org/web/20200319123652/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Mar 20,20200320135918,market open,http://web.archive.org/web/20200320135918/https://finance.yahoo.com/
Yahoo Finance,Here’s how the coronavirus divides us,20200321141554,market open,http://web.archive.org/web/20200321141554/https://finance.yahoo.com/
Yahoo Finance,Airlines vow to end dividends and stock buybacks if Congress passes virus bailout,20200322140626,market open,http://web.archive.org/web/20200322140626/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Mar 23,20200323135527,market open,http://web.archive.org/web/20200323135527/https://finance.yahoo.com/
Yahoo Finance,Stock futures rally to upper trading limit,20200324125138,market open,http://web.archive.org/web/20200324125138/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Mar 25,20200325154302,market open,http://web.archive.org/web/20200325154302/https://finance.yahoo.com/
Yahoo Finance,LIVE: Historic unemployment claims report,20200326121353,market open,http://web.archive.org/web/20200326121353/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Mar 27,20200327132605,market open,http://web.archive.org/web/20200327132605/https://finance.yahoo.com/
Yahoo Finance,Beginners' guide to the Fed's arsenal of 'bazookas',20200328133526,market open,http://web.archive.org/web/20200328133526/https://finance.yahoo.com/
Yahoo Finance,Coronavirus stimulus package: Aid guide for people and businesses,20200329141016,market open,http://web.archive.org/web/20200329141016/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Mar 30,20200330150519,market open,http://web.archive.org/web/20200330150519/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Mar 31,20200331130051,market open,http://web.archive.org/web/20200331130051/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200401140000,market open,N/A
Yahoo Finance,WEEKLY JOBLESS CLAIMS EXPLODE TO 6.6 MILLION,20200402134108,market open,http://web.archive.org/web/20200402134108/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Apr 03,20200403125646,market open,http://web.archive.org/web/20200403125646/https://finance.yahoo.com/
Yahoo Finance,Why Americans should think twice before filing for a tax extension,20200404140022,market open,http://web.archive.org/web/20200404140022/https://finance.yahoo.com/
Yahoo Finance,'Complete collapse of economies' ahead as Africa faces virus,20200405132942,market open,http://web.archive.org/web/20200405132942/https://finance.yahoo.com/
Yahoo Finance,"Stocks kick off the week higher, Dow rises 1000+ points",20200406143405,market open,http://web.archive.org/web/20200406143405/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Apr 07,20200407140346,market open,http://web.archive.org/web/20200407140346/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Apr 08,20200408170924,market open,http://web.archive.org/web/20200408170924/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Apr 09,20200409162817,market open,http://web.archive.org/web/20200409162817/https://finance.yahoo.com/
Yahoo Finance,Global oil output cuts held hostage to Mexican standoff,20200410142921,market open,http://web.archive.org/web/20200410142921/https://finance.yahoo.com/
Yahoo Finance,Why the rent is due for rich people in the time of coronavirus,20200411134746,market open,http://web.archive.org/web/20200411134746/https://finance.yahoo.com/
Yahoo Finance,Coronavirus spurs drinking shift not seen since Prohibition,20200412134720,market open,http://web.archive.org/web/20200412134720/https://finance.yahoo.com/
Yahoo Finance,Why stocks rally when things are terrible,20200413113013,market open,http://web.archive.org/web/20200413113013/https://finance.yahoo.com/
Yahoo Finance,JPMorgan warns of ‘fairly severe recession',20200414121920,market open,http://web.archive.org/web/20200414121920/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200415140000,market open,N/A
Yahoo Finance,22 MILLION WORKERS FILE FOR UNEMPLOYMENT BENEFITS IN JUST 4 WEEKS,20200416133024,market open,http://web.archive.org/web/20200416133024/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Apr 17,20200417131943,market open,http://web.archive.org/web/20200417131943/https://finance.yahoo.com/
Yahoo Finance,Why you should care coronavirus is obliterating the media,20200418135509,market open,http://web.archive.org/web/20200418135509/https://finance.yahoo.com/
Yahoo Finance,Pelosi says 'very close' to coronavirus funding deal,20200419143155,market open,http://web.archive.org/web/20200419143155/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Apr 20,20200420135022,market open,http://web.archive.org/web/20200420135022/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Apr 21,20200421142051,market open,http://web.archive.org/web/20200421142051/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Apr 22,20200422144303,market open,http://web.archive.org/web/20200422144303/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200423140000,market open,N/A
Yahoo Finance,Yahoo Finance LIVE - Apr 24,20200424132856,market open,http://web.archive.org/web/20200424132856/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200425140000,market open,N/A
Yahoo Finance,Snapshot missing (something happened),20200426140000,market open,N/A
Yahoo Finance,Warren Buffett on the problem with capitalism,20200427151059,market open,http://web.archive.org/web/20200427151059/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200428140000,market open,N/A
Yahoo Finance,Yahoo Finance LIVE - Apr 29,20200429140509,market open,http://web.archive.org/web/20200429140509/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200430140000,market open,N/A
Yahoo Finance,Watch Warren Buffett speak from Berkshire's annual meeting this Saturday!,20200501113434,market open,http://web.archive.org/web/20200501113434/https://finance.yahoo.com/
Yahoo Finance,"Berkshire operating earnings gained, but investments slammed",20200502135445,market open,http://web.archive.org/web/20200502135445/https://finance.yahoo.com/
Yahoo Finance,Here's what you didn't see inside Warren Buffett's annual meeting,20200503135119,market open,http://web.archive.org/web/20200503135119/https://finance.yahoo.com/
Yahoo Finance,The subtle tone shift from Warren Buffett every investor must note,20200504124651,market open,http://web.archive.org/web/20200504124651/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 05,20200505135601,market open,http://web.archive.org/web/20200505135601/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 06,20200506140236,market open,http://web.archive.org/web/20200506140236/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 07,20200507134206,market open,http://web.archive.org/web/20200507134206/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 08,20200508140409,market open,http://web.archive.org/web/20200508140409/https://finance.yahoo.com/
Yahoo Finance,Here's the real American Way and our Road to Recovery,20200509135845,market open,http://web.archive.org/web/20200509135845/https://finance.yahoo.com/
Yahoo Finance,WH talking to Congress about more economic relief: Kudlow,20200510140216,market open,http://web.archive.org/web/20200510140216/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 11,20200511144041,market open,http://web.archive.org/web/20200511144041/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 12,20200512132825,market open,http://web.archive.org/web/20200512132825/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 13,20200513132325,market open,http://web.archive.org/web/20200513132325/https://finance.yahoo.com/
Yahoo Finance,2.98 million workers file for unemployment benefits,20200514125409,market open,http://web.archive.org/web/20200514125409/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 15,20200515143936,market open,http://web.archive.org/web/20200515143936/https://finance.yahoo.com/
Yahoo Finance,"Why JCPenney, J. Crew and Neiman Marcus going bankrupt matters",20200516131045,market open,http://web.archive.org/web/20200516131045/https://finance.yahoo.com/
Yahoo Finance,Coming collapse puts big govt back in the driver's seat,20200517134719,market open,http://web.archive.org/web/20200517134719/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200518140000,market open,N/A
Yahoo Finance,Yahoo Finance LIVE - May 19,20200519145016,market open,http://web.archive.org/web/20200519145016/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 20,20200520144109,market open,http://web.archive.org/web/20200520144109/https://finance.yahoo.com/
Yahoo Finance,Stock futures slightly lower ahead of jobless claims report,20200521112256,market open,http://web.archive.org/web/20200521112256/https://finance.yahoo.com/
Yahoo Finance,Stocks flat as US-China tensions mount,20200522140440,market open,http://web.archive.org/web/20200522140440/https://finance.yahoo.com/
Yahoo Finance,What America can learn about reopening from the state of Maine,20200523135943,market open,http://web.archive.org/web/20200523135943/https://finance.yahoo.com/
Yahoo Finance,The top contenders in the COVID vaccine race,20200524140748,market open,http://web.archive.org/web/20200524140748/https://finance.yahoo.com/
Yahoo Finance,What to know in the week ahead,20200525124534,market open,http://web.archive.org/web/20200525124534/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 26,20200526140300,market open,http://web.archive.org/web/20200526140300/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - May 27,20200527131329,market open,http://web.archive.org/web/20200527131329/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200528140000,market open,N/A
Yahoo Finance,"Twitter: Trump Minneapolis tweet broke rules, glorified violence",20200529124532,market open,http://web.archive.org/web/20200529124532/https://finance.yahoo.com/
Yahoo Finance,"The common thread underlying the riots, COVID, China, Twitter, Trump",20200530142228,market open,http://web.archive.org/web/20200530142228/https://finance.yahoo.com/
Yahoo Finance,Trump may not have a legal leg to stand on against Twitter,20200531133859,market open,http://web.archive.org/web/20200531133859/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 01,20200601135656,market open,http://web.archive.org/web/20200601135656/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 02,20200602141335,market open,http://web.archive.org/web/20200602141335/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 03,20200603144522,market open,http://web.archive.org/web/20200603144522/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200604140000,market open,N/A
Yahoo Finance,Yahoo Finance LIVE - Jun 05,20200605143147,market open,http://web.archive.org/web/20200605143147/https://finance.yahoo.com/
Yahoo Finance,How this week changed America forever,20200606133024,market open,http://web.archive.org/web/20200606133024/https://finance.yahoo.com/
Yahoo Finance,China's exports and imports fall amid coronavirus woes,20200607151948,market open,http://web.archive.org/web/20200607151948/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 08,20200608130932,market open,http://web.archive.org/web/20200608130932/https://finance.yahoo.com/
Yahoo Finance,Fauci: Government pivoting to ending lockdowns,20200609152508,market open,http://web.archive.org/web/20200609152508/https://finance.yahoo.com/
Yahoo Finance,Stock futures drift ahead of Fed meeting,20200610124127,market open,http://web.archive.org/web/20200610124127/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200611140000,market open,N/A
Yahoo Finance,Yahoo Finance LIVE - Jun 12,20200612132051,market open,http://web.archive.org/web/20200612132051/https://finance.yahoo.com/
Yahoo Finance,Billions or trillions: The great coronavirus trade-off,20200613133114,market open,http://web.archive.org/web/20200613133114/https://finance.yahoo.com/
Yahoo Finance,Almost a third of Americans say they may never retire due to COVID,20200614141642,market open,http://web.archive.org/web/20200614141642/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 15,20200615135644,market open,http://web.archive.org/web/20200615135644/https://finance.yahoo.com/
Yahoo Finance,"Markets rally amid infrastructure stimulus hopes, record retail sales",20200616134450,market open,http://web.archive.org/web/20200616134450/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200617140000,market open,N/A
Yahoo Finance,Yahoo Finance LIVE - Jun 18,20200618143413,market open,http://web.archive.org/web/20200618143413/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 18,20200619124116,market open,http://web.archive.org/web/20200619124116/https://finance.yahoo.com/
Yahoo Finance,"Here's what Joe Biden means for markets, business and America",20200620124035,market open,http://web.archive.org/web/20200620124035/https://finance.yahoo.com/
Yahoo Finance,Move could add 'significant risks' to retirement accounts,20200621140238,market open,http://web.archive.org/web/20200621140238/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 22,20200622143402,market open,http://web.archive.org/web/20200622143402/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 23,20200623134638,market open,http://web.archive.org/web/20200623134638/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 24,20200624135305,market open,http://web.archive.org/web/20200624135305/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 25,20200625141714,market open,http://web.archive.org/web/20200625141714/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 26,20200626134739,market open,http://web.archive.org/web/20200626134739/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200627140000,market open,N/A
Yahoo Finance,No need for complete trade deal with UK initially: Housing secretary,20200628124412,market open,http://web.archive.org/web/20200628124412/https://finance.yahoo.com/
Yahoo Finance,Stock futures mixed as investor eye jump in coronavirus infections,20200629125315,market open,http://web.archive.org/web/20200629125315/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jun 30,20200630155730,market open,http://web.archive.org/web/20200630155730/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 01,20200701144431,market open,http://web.archive.org/web/20200701144431/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 02,20200702140521,market open,http://web.archive.org/web/20200702140521/https://finance.yahoo.com/
Yahoo Finance,Celebrating 4th of July amid racial unrest: Rubenstein,20200703143151,market open,http://web.archive.org/web/20200703143151/https://finance.yahoo.com/
Yahoo Finance,The 100 Greatest Things about America 2020,20200704123258,market open,http://web.archive.org/web/20200704123258/https://finance.yahoo.com/
Yahoo Finance,"Gundlach hits out at Fed, says actions not sustainable",20200705123813,market open,http://web.archive.org/web/20200705123813/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 06,20200706130643,market open,http://web.archive.org/web/20200706130643/https://finance.yahoo.com/
Yahoo Finance,"S&P 500 drops, pacing to end a five-session winning streak as economic, virus fears linger",20200707134150,market open,http://web.archive.org/web/20200707134150/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 08,20200708135028,market open,http://web.archive.org/web/20200708135028/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 09,20200709145129,market open,http://web.archive.org/web/20200709145129/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 10,20200710154305,market open,http://web.archive.org/web/20200710154305/https://finance.yahoo.com/
Yahoo Finance,"America, we have a problem",20200711144119,market open,http://web.archive.org/web/20200711144119/https://finance.yahoo.com/
Yahoo Finance,"UK plans to create 'freeports,' cut taxes: Sunday Telegraph",20200712124024,market open,http://web.archive.org/web/20200712124024/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 13,20200713132643,market open,http://web.archive.org/web/20200713132643/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 14,20200714132931,market open,http://web.archive.org/web/20200714132931/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 15,20200715134835,market open,http://web.archive.org/web/20200715134835/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 16,20200716140340,market open,http://web.archive.org/web/20200716140340/https://finance.yahoo.com/
Yahoo Finance,Retail sales make an impressive comeback,20200717122004,market open,http://web.archive.org/web/20200717122004/https://finance.yahoo.com/
Yahoo Finance,How to get out of the COVID-19 testing mess,20200718123042,market open,http://web.archive.org/web/20200718123042/https://finance.yahoo.com/
Yahoo Finance,Sylvia's 'paddling to keep afloat' in COVID-19 era,20200719142156,market open,http://web.archive.org/web/20200719142156/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 20,20200720125957,market open,http://web.archive.org/web/20200720125957/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 21,20200721133309,market open,http://web.archive.org/web/20200721133309/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 22,20200722142056,market open,http://web.archive.org/web/20200722142056/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Jul 23,20200723140441,market open,http://web.archive.org/web/20200723140441/https://finance.yahoo.com/
Yahoo Finance,"Stocks fall as US-China concerns rise; Dow members Intel, AmEx drop after earnings",20200724142403,market open,http://web.archive.org/web/20200724142403/https://finance.yahoo.com/
Yahoo Finance,Snapshot missing (something happened),20200725140000,market open,N/A
Yahoo Finance,Snapshot missing (something happened),20200726140000,market open,N/A
Yahoo Finance,"Stocks mixed with earnings, stimulus talks in focus",20200727135123,market open,http://web.archive.org/web/20200727135123/https://finance.yahoo.com/
Yahoo Finance,"Stocks fall as stimulus talks, earnings roll on",20200728135552,market open,http://web.archive.org/web/20200728135552/https://finance.yahoo.com/
Yahoo Finance,"Stocks cling to gains ahead of Big Tech hearing, Fed meeting",20200729144941,market open,http://web.archive.org/web/20200729144941/https://finance.yahoo.com/
Yahoo Finance,US economy contracted by worst-ever 32.9%,20200730131745,market open,http://web.archive.org/web/20200730131745/https://finance.yahoo.com/
Yahoo Finance,Stock futures rise after Big Tech's blowout quarterly results,20200731121446,market open,http://web.archive.org/web/20200731121446/https://finance.yahoo.com/
Yahoo Finance,What Bill Gates and Warren Buffett talk about during COVID-19,20200801140924,market open,http://web.archive.org/web/20200801140924/https://finance.yahoo.com/
Yahoo Finance,"British trade minister to meet top US officials next week, USTR says",20200802120204,market open,http://web.archive.org/web/20200802120204/https://finance.yahoo.com/
Yahoo Finance,Yahoo Finance LIVE - Aug 03,20200803132829,market open,http://web.archive.org/web/20200803132829/https://finance.yahoo.com/
Yahoo Finance,Stocks drift after mixed earnings; stimulus talks continue,20200804142303,market open,http://web.archive.org/web/20200804142303/https://finance.yahoo.com/
Yahoo Finance,"Stock futures rise after strong earnings; Gold tops $2,000 per ounce",20200805123814,market open,http://web.archive.org/web/20200805123814/https://finance.yahoo.com/
Yahoo Finance,Stocks steady after new jobless claims improve to pandemic-era low,20200806142136,market open,http://web.archive.org/web/20200806142136/https://finance.yahoo.com/
Yahoo Finance,Stocks lower as July jobs surprise to the upside,20200807140144,market open,http://web.archive.org/web/20200807140144/https://finance.yahoo.com/
